V1,V2,V3,V4,V5,V6,V7
0.16489049,-0.937656099,-0.708677567,-1.499923816,-0.516954238,0.920259731,-1.635783264
-0.151945952,-0.023868945,-0.377738149,0.531535791,-1.110094526,-0.004523031,0.097012925
0.776009588,0.343242654,-0.56765688,-1.209815483,-0.504884934,-1.061015947,0.235861995
-2.587916513,-1.78075642,-3.590488323,-1.050772791,0.710925322,0.045211982,0.827796677
-0.28756206,-0.415445111,0.057942329,-0.617734542,1.600478132,-0.036628067,1.095819498
0.035101803,0.213639939,1.297863377,-0.423356274,1.118311259,-0.76761297,-0.361100908
0.943020588,0.783526918,0.238271534,-1.01509279,-1.448175635,-2.077992833,-0.452986422
1.911295926,2.428522625,2.649853379,0.741934275,-0.134869453,1.051702828,0.443555823
1.938791053,1.170034046,1.087330836,0.656840983,0.210895111,0.785608602,1.412548016
0.064449208,-0.662959424,2.171245306,-0.41305485,-0.310520715,0.546335663,-0.250836623
-0.878825168,1.211663082,1.006937562,-0.813184072,-0.632966671,-0.904451698,-1.123600474
-2.268266593,-0.637869466,0.840780694,-2.057317831,-1.896307783,-0.838229456,-0.688445316
-0.335913498,0.749766923,0.198477751,1.254253086,-0.005362725,0.309400432,-0.461087269
1.817936029,1.86814367,0.613812866,-1.224119871,-1.321942989,-1.615015449,-0.333874019
1.090731157,-0.864755902,-0.862190653,-0.746952882,2.388726517,0.667313835,1.338163249
1.565937124,3.444454072,0.768840557,-0.276485034,-0.430440027,0.0057899,0.235710994
-0.598833077,-0.940726219,-0.440014948,-0.22381614,-0.27228145,1.17490883,1.849132725
-0.640414598,-1.255267071,-1.792472588,-0.378470204,-0.685715462,-1.395002037,-0.195713167
-0.106280074,2.173984295,-0.93695711,-1.131122616,-0.204938292,-1.022790272,-0.346882342
-0.371977084,1.368082617,0.73141808,1.167315832,-1.520743056,-1.210162916,1.220959432
-1.737583048,-0.287063573,-1.412263234,-1.007924021,0.199827429,-0.899060794,-0.877196817
1.015855498,0.405928272,0.316140371,-0.246266486,0.744602405,1.090788415,0.518052965
1.546532619,-0.948621262,-0.643417132,-1.038101435,-0.158652711,0.968749434,0.238871261
0.006659426,0.601828188,0.345646703,0.815792981,1.030516587,0.567240658,1.453819558
0.308982102,-0.370966733,1.017496625,-0.741086493,0.279654344,-0.622262697,0.111249842
-0.00875835,-0.691374017,0.974134735,0.930476215,0.331955676,0.254412321,-1.193487763
-0.243913968,-0.373493659,-2.003116951,-1.591872227,-0.140905787,-1.198628521,-1.644135046
-0.370285296,0.48170693,-1.975553549,-0.693642978,0.140717443,-1.760160533,-0.724130678
-0.605443223,0.636779588,-0.090680193,-0.422308065,-0.263292713,-1.31651404,0.74265977
0.671974955,1.032588189,0.003615352,0.693996102,0.063068667,1.773835109,0.605597909
-2.303824805,-1.15318816,-1.803523821,-1.626071758,-0.343029782,0.884573141,0.286046538
1.372189412,1.189486991,1.340845559,-0.456284809,1.231309502,-1.20849449,0.73520755
0.348799784,-0.076525856,0.52258397,0.890731871,0.117102568,-0.459614867,-1.873940475
-0.279532525,1.460819012,-1.248239857,-0.558119551,0.709772462,-0.271947002,-1.00919636
-0.594842831,0.624593067,0.394233805,1.007874885,1.196394114,-0.861127387,-0.036795417
0.39187925,0.789131548,-0.243483657,0.464111628,-0.675635272,-1.504654791,-0.745645414
0.781963688,-1.885639808,-1.989560511,-0.887755691,-0.308468252,-0.220189215,-0.705145644
